Region,Year,ctyp,calfin,pseudo,penilia,tlong,cham,echino,larvaceans,para,gas,acarspp,mlucens,evadnespp,salps,oithspp,cirr,chaeto,hyper,gam,evadnord,calminor,copepoda,clauso,dec,euph,prot,acarlong,euc,pel,poly,podon,fish,bry,fur,calspp,oncaea,cory,ost,tstyl,oithspin,mysids,temspp,tort,paraspp,scyphz,anthz,siph,hydrom,coel,ctenop,euph1,thysin,megan,thysra,thyslo,eupham,euphkr,euphspp,thysgr,nemaspp,stylspp,stylel,nemame,thysspp,shysac,thypsp,nemabo,thecos,spirre,spirhe,spirin,spirtr,spirspp,clispp,crevir,diatri,clicus,clipyr,cavunc,cavoli,cavlon,stysub,spirbu,crespp
1,1987,38328,721.25,51582,0,53467,67500,0,14.5,538,31.25,4289.5,114.25,60.25,0,0,143.25,176,103.75,0,0,87,0,31.25,0,0,14.5,0,0,352.5,257.5,0,384.75,0,0,0,14.5,29,0,0,0,160,0,0,0,0,0,0,0,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1988,26936,12.75,2479,0,343.75,1980.2,0,2.25,1870.5,248.5,2139.2,106.75,648.25,0,322,216.75,479,331,20.25,0,0,0,132.25,113.75,0,0,0,2.25,60,23.5,46.25,21.25,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4.25,0,8.5,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.25,0,0,0,0,214.25,0,0,0,0,0,0,0,0,0,0,0
1,1989,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,1990,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,1991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,1992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,1993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,1994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,1995,53248,105.67,272.67,0,586.33,2129.7,0,0,3603.7,593.33,0,44.667,0,0,292,985,435.33,1228.7,0,0,0,0,0,287.67,89.667,671.67,0,179,549,0,0,0,61,0,0,0,134.33,73.667,0,0,0,44.667,173.33,0,0,0,0,0,0,0,89.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593.33,0,0,0,0,0,0,0,0,0,0,0
1,1996,42308,712.8,99.6,99.6,38242,40247,452.2,0,860.6,113.2,2164,363.4,0,0,1908.4,6172.8,32.2,0,0,0,32.2,32.2,242.4,32.2,0,81,0,0,411,166.6,0,0,0,0,0,0,0,21.4,0,0,102.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,32.2,0,0,0,0,0,0,0,0,0,0,0
1,1997,75589,18796,4191,0,0,1852.5,0,444,3896.5,46974,0,1818.5,518,888,2300,0,259,371,0,0,185,0,4156,333,0,0,0,222,0,74,1299,0,0,74,0,0,222,999,518,0,74,0,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1517,0,0,0,0,45458,0,0,0,0,0,0,0,0,0,0,0
1,1998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,1999,1.96E+05,122.67,29751,0,231.33,1157.3,0,2205.7,25310,21950,0,920.33,0,0,2886.7,0,6839.7,2699.7,0,0,747.33,122.67,1863.3,0,0,18027,0,0,1573.3,0,0,0,0,0,0,0,900.67,1851.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13888,0,0,0,0,7108.7,0,0,0,0,0,0,0,0,0,0,0
1,2000,2.84E+05,0,0,0,5274,16877,0,131.5,12705,1582,0,0,0,0,1515.5,0,1315.5,0,0,0,197.5,0,0,0,0,0,0,131.5,0,0,0,66,0,0,0,0,2631.5,4605,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2001,1.17E+05,394.2,76.8,0,1309.8,4184.6,0,295.8,10883,11572,294.6,690.4,142.2,829.4,1026.2,100,4415.4,2968,0,76.2,183.2,0,815.4,216.6,0,2135.6,0,100,230.4,407.4,0,116.6,0,217.6,0,253.6,1734.4,2425.4,33.4,0,217.8,0,0,0,0,0,109.6,0,266.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146.8,0,0,0,0,10392,0,0,0,0,0,0,0,0,0,0,0
1,2002,2.83E+05,0,0,0,0,3554.2,0,227,67656,0,0,0,0,1153,188.25,0,3072.2,4597.8,0,0,7182.5,0,2585.2,543.25,454,1816.5,0,454,3154.8,0,188.25,0,0,0,0,0,5637.5,0,0,0,0,0,0,0,0,0,0,0,0,0,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2003,68174,258.6,1110.2,0,3299,32346,0,4487.4,18962,305.2,772,362,0,3084.6,1684.6,127.6,6983,619.4,0,0,1524.8,0,468,205.4,127.2,0,0,2114,54.8,128.2,0,54.8,0,3460.4,0,1439.8,1002.8,5323.6,273.8,0,0,50,0,4814.8,0,0,36.2,0,0,0,127.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0
1,2004,1.13E+05,1525,1050.5,0,94422,9062,0,0,15656,5727.5,598.5,1400.5,0,0,6892,0,2101,0,0,0,0,0,0,700.5,0,0,0,0,350,248.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5727.5,0,0,0,0,0,0,0,0,0,0,0
1,2005,1.72E+05,4766,7738.2,0,6620.8,2407.2,0,370.5,38464,1702,268.5,2677,14,0,852,28,1265.5,719.75,14,0,14,0,8505.5,14,0,196.25,0,217.75,268.5,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1674,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0
1,2006,1.82E+05,0,601.25,0,0,2528.8,0,6754.8,5121.5,160,1010,192.75,0,1828.5,667.75,0,2209.2,1530,192.75,0,954.5,0,92.5,226.75,104.25,0,0,627.25,0,226.75,0,46.25,0,148.25,0,534.75,248.5,1364.8,263.75,0,55.75,55.75,0,92.5,0,0,46.25,0,46.25,0,104.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.75,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0
1,2007,79752,0,0,0,139.25,5397.8,2029.2,9679,4298.2,616.5,253.5,164.5,0,994.25,1363.5,0,2232.2,1569,27.5,0,2201.5,51.75,544,659.25,217.75,103.75,0,1772,26,188.75,0,77.75,27.5,2429.5,0,380.5,1931,54.75,805.25,0,0,0,0,429.5,0,0,919.25,0,158.5,0,217.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346.75,0,0,0,0,164.5,0,0,0,0,0,0,0,0,0,0,0
1,2008,2.01E+05,1489.7,189.33,0,1349.3,16614,53.333,0,518.33,12428,205.67,2415,45.333,0,45.333,152.33,1131.3,679,0,0,271.67,0,226.33,45.333,0,0,0,0,2848.7,366,0,53.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2085,0,0,0,0,10290,0,0,0,0,0,0,0,0,0,0,0
1,2009,29398,67.6,81.8,0,468,7424.4,0,16,1182.2,284.2,1544.2,0,0,0,961.8,26.4,2580,2233.6,0,0,640,2.2,0,300.4,657.2,313.4,0,0,20,3.8,25.6,25.6,0,0,0,0,34.8,0,0,0,0,0,0,0,0,0,11.4,0,0,0.8,657.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,196.2,0,0,0,0,0,0,0,0,0,0,0
1,2010,1295.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2011,81577,497,4780.2,0,3482,13910,0,0,8567.8,21322,643.75,753.75,0,0,1792.5,33.75,1478.5,1990.5,0,0,52.25,0,282.25,136.25,102.5,52.25,0,0,463.25,0,0,102.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21255,0,0,0,0,67.25,0,0,0,0,0,0,0,0,0,0,0
1,2012,81553,134.33,0,0,243.33,16387,260.67,2606,12428,605,3474,0,0,897.33,573,65,796.67,210,210,0,65,65,0,1188.3,0,0,0,65,528.33,144.67,79.667,260.67,0,0,0,65,1155.7,525.33,456,0,340.33,318.33,0,0,0,0,65,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2013,74470,7822.7,145.67,0,1242,466,0,0,19180,1515.3,28.667,0,48.667,0,1332,77.333,1220.7,2247,48.667,0,291.67,0,1555.7,0,0,0,0,0,1278.7,0,0,0,0,194.67,0,0,48.667,48.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1515.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1977,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,1978,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,1979,196.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1980,513.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1981,16048,634,25167,0,1303,0,0,332,2257,58.5,0,340.5,0,0,575.5,0,1867,613,97,0,10,527.5,302,97.5,1210.5,0,0,19.5,0,10,0,10,0,19.5,194.5,49,29.5,117,10,486,0,0,0,0,0,0,10,0,0,0,1200.5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1982,314.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1983,5716,0,1846,0,113.5,75,0,0,64.5,9568,0,1141,0,0,305.5,0,936,343,0,0,27,0,13.5,0,38.5,116,0,0,12.5,0,0,0,0,0,0,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,38.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9463.5,0,0,0,0,0,0,0,0,0,0,0
2,1984,104.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1985,532.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1986,1967,1254,0,34,205,331,0,3772.5,7113.5,580.5,50.5,0,0,136.5,170.5,0,1273,946.5,0,0,1396,273,132.5,307.5,68.5,33,0,0,49.5,170.5,0,101.5,0,0,0,391,2714,3721.5,683,0,0,0,0,0,0,0,239,0,34,0,68.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,364.5,0,0,0,0,0,0,0,0,0,0,0
2,1987,13726,17670,5637.5,0,436.5,519.5,65.5,816.5,74,2321.5,0,148.5,0,0,148.5,261,17193,2554.5,0,0,1371,0,214,65.5,1179,653,0,0,718,0,0,0,0,0,0,65.5,65.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2256.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1988,9592,16425,101.5,0,0,0,0,0,1354.5,557,0,6712,90.5,0,376.5,0,794,2690.5,0,0,90.5,0,1625.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,0,0,0,0,0,0,0,0,0,0,0
2,1989,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,1990,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,1991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,1992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,1993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,1994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
